ticket_id,assigned_team,assigned_engineer,root_cause,fix_type,is_repeat_incident
TKT-13921,Network Ops,Morpheus Fish,Hardware Failure,System Restart,1
TKT-13922,Network Ops,Trinity Moss,Config Error,Patch,1
TKT-13923,L1 Support,Patricia Miller,Hardware Failure,Patch,1
TKT-13924,L1 Support,Danielle Johnson,Code Bug,Permanent Fix,0
TKT-13925,Network Ops,Neo Anderson,Hardware Failure,Workaround,0
TKT-13926,Database Admins,Emily Blunt,User Error,Permanent Fix,0
TKT-13927,Network Ops,Trinity Moss,Hardware Failure,Workaround,0
TKT-13928,Network Ops,Trinity Moss,Vendor Issue,Permanent Fix,0
TKT-13929,Network Ops,Trinity Moss,Hardware Failure,System Restart,0
TKT-13930,Database Admins,Aaron Smith,Config Error,System Restart,0
TKT-13931,Network Ops,Morpheus Fish,Hardware Failure,Patch,0
TKT-13932,Network Ops,Morpheus Fish,User Error,Permanent Fix,0
TKT-13933,Network Ops,Morpheus Fish,Vendor Issue,Permanent Fix,0
TKT-13934,L1 Support,Patricia Miller,Hardware Failure,Permanent Fix,0
TKT-13935,Network Ops,Trinity Moss,Config Error,Permanent Fix,0
TKT-13936,Network Ops,Trinity Moss,Code Bug,Permanent Fix,0
TKT-13937,Network Ops,Neo Anderson,Config Error,Patch,0
TKT-13938,Network Ops,Neo Anderson,User Error,Permanent Fix,0
TKT-13939,Network Ops,Morpheus Fish,Code Bug,System Restart,0
TKT-13940,DevOps,Ada Lovelace,Config Error,Workaround,0
TKT-13941,DevOps,Grace Hopper,Hardware Failure,Permanent Fix,0
TKT-13942,Database Admins,Emily Blunt,Code Bug,Permanent Fix,0
TKT-13943,Network Ops,Morpheus Fish,Config Error,Permanent Fix,0
TKT-13944,L1 Support,Anthony Gonzalez,Vendor Issue,Permanent Fix,1
TKT-13945,Security Ops,James Bond,User Error,System Restart,0
TKT-13946,DevOps,Linus T,Code Bug,Patch,0
TKT-13947,Network Ops,Neo Anderson,Hardware Failure,Permanent Fix,0
TKT-13948,L1 Support,Debra Gardner,Vendor Issue,Patch,0
TKT-13949,L1 Support,Robert Johnson,Config Error,Workaround,0
TKT-13950,L1 Support,Jeffrey Lawrence,Hardware Failure,Patch,0
TKT-13951,L1 Support,Joshua Walker,Vendor Issue,Permanent Fix,0
TKT-13952,Network Ops,Morpheus Fish,Config Error,Permanent Fix,0
TKT-13953,Network Ops,Neo Anderson,Vendor Issue,Patch,1
TKT-13954,Network Ops,Morpheus Fish,Vendor Issue,Workaround,0
TKT-13955,L1 Support,Jeffery Wagner,Code Bug,Permanent Fix,0
TKT-13956,Network Ops,Trinity Moss,Config Error,Permanent Fix,1
TKT-13957,L1 Support,Robert Johnson,Code Bug,Patch,0
TKT-13958,DevOps,Ada Lovelace,Code Bug,Workaround,0
TKT-13959,Network Ops,Trinity Moss,Config Error,Permanent Fix,1
TKT-13960,Network Ops,Morpheus Fish,Hardware Failure,Workaround,0
TKT-13961,Network Ops,Morpheus Fish,Config Error,Permanent Fix,0
TKT-13962,Security Ops,James Bond,Vendor Issue,Workaround,0
TKT-13963,Network Ops,Trinity Moss,Code Bug,Permanent Fix,0
TKT-13964,Network Ops,Neo Anderson,Config Error,Permanent Fix,0
TKT-13965,L1 Support,Danielle Johnson,Config Error,Permanent Fix,1
TKT-13966,DevOps,Linus T,Vendor Issue,Patch,0
TKT-13967,Network Ops,Morpheus Fish,User Error,Workaround,0
TKT-13968,Network Ops,Neo Anderson,Vendor Issue,Permanent Fix,0
TKT-13969,Network Ops,Trinity Moss,Hardware Failure,Permanent Fix,0
TKT-13970,Network Ops,Morpheus Fish,Vendor Issue,Workaround,0
TKT-13971,L1 Support,Joshua Walker,Config Error,Workaround,0
TKT-13972,Network Ops,Trinity Moss,Vendor Issue,Workaround,0
TKT-13973,L1 Support,Joshua Walker,User Error,Workaround,0
TKT-13974,Network Ops,Neo Anderson,Code Bug,Permanent Fix,1
TKT-13975,L1 Support,Patricia Miller,User Error,Patch,1
TKT-13976,L1 Support,Joshua Walker,User Error,Patch,0
TKT-13977,Network Ops,Morpheus Fish,Code Bug,Workaround,0
TKT-13978,Network Ops,Morpheus Fish,Code Bug,Permanent Fix,0
TKT-13979,Database Admins,John Doe,Code Bug,System Restart,0
TKT-13980,DevOps,Linus T,User Error,Workaround,0
TKT-13981,Network Ops,Neo Anderson,User Error,Permanent Fix,0
TKT-13982,Network Ops,Neo Anderson,Config Error,Workaround,0
TKT-13983,L1 Support,Danielle Johnson,Vendor Issue,Workaround,1
TKT-13984,Network Ops,Morpheus Fish,Vendor Issue,Patch,0
TKT-13985,Network Ops,Neo Anderson,User Error,Permanent Fix,0
TKT-13986,L1 Support,Jeffery Wagner,User Error,Permanent Fix,0
TKT-13987,Network Ops,Trinity Moss,Hardware Failure,Workaround,0
TKT-13988,Network Ops,Trinity Moss,User Error,Workaround,0
TKT-13989,L1 Support,Jeffrey Lawrence,Code Bug,Permanent Fix,0
TKT-13990,Database Admins,Sarah Connor,Vendor Issue,Workaround,0
TKT-13991,Network Ops,Morpheus Fish,Config Error,Permanent Fix,0
TKT-13992,Network Ops,Trinity Moss,User Error,Patch,0
TKT-13993,Network Ops,Neo Anderson,Code Bug,System Restart,0
TKT-13994,L1 Support,Debra Gardner,Config Error,Permanent Fix,0
TKT-13995,Network Ops,Morpheus Fish,Config Error,System Restart,0
TKT-13996,Network Ops,Neo Anderson,Hardware Failure,System Restart,0
TKT-13997,L1 Support,Lisa Smith,User Error,Workaround,0
TKT-13998,Network Ops,Trinity Moss,Vendor Issue,Patch,0
TKT-13999,DevOps,Ada Lovelace,Config Error,Permanent Fix,0
TKT-14000,Network Ops,Morpheus Fish,Vendor Issue,Workaround,0
TKT-14001,L1 Support,Anthony Gonzalez,Code Bug,Workaround,0
TKT-14002,DevOps,Grace Hopper,User Error,Workaround,0
TKT-14003,Network Ops,Trinity Moss,Hardware Failure,Workaround,0
TKT-14004,L1 Support,Robert Johnson,Config Error,Permanent Fix,0
TKT-14005,Network Ops,Trinity Moss,Code Bug,Workaround,0
TKT-14006,Network Ops,Morpheus Fish,User Error,Workaround,0
TKT-14007,DevOps,Grace Hopper,Vendor Issue,Workaround,0
TKT-14008,L1 Support,Jeffrey Lawrence,Code Bug,Workaround,0
TKT-14009,L1 Support,Danielle Johnson,Hardware Failure,Workaround,0
TKT-14010,Network Ops,Morpheus Fish,User Error,System Restart,0
TKT-14011,L1 Support,Jeffery Wagner,Config Error,Workaround,0
TKT-14012,L1 Support,Jill Rhodes,Config Error,Permanent Fix,0
TKT-14013,Network Ops,Morpheus Fish,Code Bug,Permanent Fix,1
TKT-14014,Database Admins,John Doe,Code Bug,Permanent Fix,0
TKT-14015,Network Ops,Trinity Moss,Hardware Failure,Permanent Fix,1
TKT-14016,L1 Support,Anthony Gonzalez,Code Bug,Permanent Fix,0
TKT-14017,Network Ops,Morpheus Fish,Vendor Issue,Patch,0
TKT-14018,Network Ops,Neo Anderson,Hardware Failure,Permanent Fix,1
TKT-14019,DevOps,Ada Lovelace,Hardware Failure,Patch,0
TKT-14020,Network Ops,Morpheus Fish,Code Bug,Workaround,0
TKT-14021,L1 Support,Jeffrey Lawrence,Config Error,Workaround,0
TKT-14022,L1 Support,Lisa Smith,Vendor Issue,Patch,0
TKT-14023,Network Ops,Morpheus Fish,User Error,Workaround,0
TKT-14024,L1 Support,Patricia Miller,Hardware Failure,Permanent Fix,0
TKT-14025,Network Ops,Morpheus Fish,Hardware Failure,System Restart,1
TKT-14026,Database Admins,Emily Blunt,Hardware Failure,Permanent Fix,0
TKT-14027,L1 Support,Anthony Gonzalez,User Error,System Restart,0
TKT-14028,Network Ops,Trinity Moss,Hardware Failure,System Restart,0
TKT-14029,L1 Support,Robert Johnson,Code Bug,Workaround,0
TKT-14030,DevOps,Grace Hopper,Config Error,Permanent Fix,0
TKT-14031,Database Admins,Aaron Smith,Code Bug,Workaround,0
TKT-14032,Network Ops,Neo Anderson,Code Bug,Permanent Fix,0
TKT-14033,Network Ops,Neo Anderson,Vendor Issue,Workaround,0
TKT-14034,Network Ops,Morpheus Fish,Hardware Failure,Patch,0
TKT-14035,DevOps,Grace Hopper,Vendor Issue,Permanent Fix,0
TKT-14036,Network Ops,Trinity Moss,Hardware Failure,Workaround,1
TKT-14037,L1 Support,Danielle Johnson,Hardware Failure,Permanent Fix,0
TKT-14038,Network Ops,Neo Anderson,Vendor Issue,Patch,0
TKT-14039,Network Ops,Morpheus Fish,Config Error,Permanent Fix,1
TKT-14040,Network Ops,Neo Anderson,Hardware Failure,System Restart,0
TKT-14041,Network Ops,Trinity Moss,Config Error,Permanent Fix,0
TKT-14042,Network Ops,Morpheus Fish,User Error,Patch,0
TKT-14043,Network Ops,Trinity Moss,Config Error,Workaround,0
TKT-14044,Network Ops,Neo Anderson,Code Bug,Permanent Fix,1
TKT-14045,L1 Support,Patricia Miller,Hardware Failure,Workaround,1
TKT-14046,L1 Support,Danielle Johnson,Code Bug,System Restart,0
TKT-14047,Network Ops,Neo Anderson,User Error,Permanent Fix,0
TKT-14048,Network Ops,Trinity Moss,Hardware Failure,Workaround,0
TKT-14049,Network Ops,Neo Anderson,User Error,Workaround,0
TKT-14050,L1 Support,Jeffery Wagner,Hardware Failure,Permanent Fix,0
TKT-14051,Network Ops,Neo Anderson,Vendor Issue,System Restart,0
TKT-14052,Network Ops,Neo Anderson,User Error,Permanent Fix,0
TKT-14053,L1 Support,Lisa Smith,Config Error,Permanent Fix,0
TKT-14054,Database Admins,Aaron Smith,Vendor Issue,Permanent Fix,0
TKT-14055,L1 Support,Robert Johnson,Code Bug,Permanent Fix,0
TKT-14056,DevOps,Grace Hopper,Config Error,Workaround,0
TKT-14057,Network Ops,Neo Anderson,Config Error,Permanent Fix,0
TKT-14058,L1 Support,Robert Johnson,Config Error,Patch,0
TKT-14059,Network Ops,Trinity Moss,Vendor Issue,Patch,0
TKT-14060,Network Ops,Morpheus Fish,User Error,Permanent Fix,0
TKT-14061,Security Ops,Ethan Hunt,User Error,System Restart,0
TKT-14062,Network Ops,Trinity Moss,Hardware Failure,Workaround,0
TKT-14063,Database Admins,Aaron Smith,Vendor Issue,Patch,0
TKT-14064,Network Ops,Trinity Moss,Hardware Failure,Patch,0
TKT-14065,Database Admins,John Doe,Code Bug,Permanent Fix,0
TKT-14066,Network Ops,Neo Anderson,Config Error,Patch,0
TKT-14067,Network Ops,Morpheus Fish,Config Error,Permanent Fix,0
TKT-14068,Network Ops,Morpheus Fish,Config Error,Permanent Fix,0
TKT-14069,Network Ops,Trinity Moss,Hardware Failure,Permanent Fix,0
TKT-14070,Network Ops,Neo Anderson,Vendor Issue,Patch,0
TKT-14071,L1 Support,Lisa Smith,Vendor Issue,Permanent Fix,0
TKT-14072,DevOps,Grace Hopper,Vendor Issue,Permanent Fix,0
TKT-14073,Network Ops,Neo Anderson,Config Error,Workaround,0
TKT-14074,Network Ops,Trinity Moss,Config Error,Patch,1
TKT-14075,Network Ops,Neo Anderson,Code Bug,Workaround,0
TKT-14076,L1 Support,Jeffery Wagner,Code Bug,Workaround,0
TKT-14077,Network Ops,Neo Anderson,Vendor Issue,Permanent Fix,0
TKT-14078,L1 Support,Jill Rhodes,Config Error,Permanent Fix,1
TKT-14079,L1 Support,Patricia Miller,Code Bug,Patch,0
TKT-14080,Network Ops,Neo Anderson,User Error,Permanent Fix,0
TKT-14081,L1 Support,Anthony Gonzalez,User Error,Permanent Fix,0
TKT-14082,L1 Support,Debra Gardner,Code Bug,Permanent Fix,0
TKT-14083,DevOps,Grace Hopper,User Error,Permanent Fix,0
TKT-14084,L1 Support,Patricia Miller,Vendor Issue,Permanent Fix,0
TKT-14085,Network Ops,Morpheus Fish,User Error,Workaround,0
TKT-14086,L1 Support,Lisa Smith,Code Bug,Workaround,1
TKT-14087,Network Ops,Morpheus Fish,Code Bug,Permanent Fix,1
TKT-14088,Network Ops,Morpheus Fish,Hardware Failure,Patch,1
TKT-14089,DevOps,Linus T,Hardware Failure,Permanent Fix,0
TKT-14090,Network Ops,Morpheus Fish,Config Error,Permanent Fix,0
TKT-14091,Network Ops,Trinity Moss,Hardware Failure,Workaround,0
TKT-14092,Network Ops,Trinity Moss,Vendor Issue,Workaround,0
TKT-14093,Security Ops,Ethan Hunt,Code Bug,Permanent Fix,0
TKT-14094,Network Ops,Trinity Moss,Code Bug,System Restart,0
TKT-14095,Network Ops,Neo Anderson,Code Bug,Permanent Fix,0
TKT-14096,Network Ops,Trinity Moss,Config Error,System Restart,0
TKT-14097,Network Ops,Morpheus Fish,Vendor Issue,Workaround,1
TKT-14098,Network Ops,Neo Anderson,User Error,Permanent Fix,1
TKT-14099,Network Ops,Trinity Moss,Hardware Failure,Permanent Fix,0
TKT-14100,Database Admins,John Doe,Hardware Failure,Permanent Fix,0
TKT-14101,DevOps,Linus T,Config Error,Permanent Fix,0
TKT-14102,Network Ops,Neo Anderson,Code Bug,Permanent Fix,0
TKT-14103,Network Ops,Trinity Moss,Hardware Failure,Patch,0
TKT-14104,L1 Support,Jeffrey Lawrence,User Error,System Restart,0
TKT-14105,Security Ops,James Bond,Code Bug,Patch,0
TKT-14106,L1 Support,Patricia Miller,Vendor Issue,Permanent Fix,0
TKT-14107,L1 Support,Joshua Walker,Hardware Failure,Permanent Fix,0
TKT-14108,Network Ops,Trinity Moss,Vendor Issue,Patch,1
TKT-14109,Database Admins,John Doe,Code Bug,Permanent Fix,0
TKT-14110,Network Ops,Trinity Moss,Hardware Failure,Permanent Fix,0
TKT-14111,Network Ops,Neo Anderson,Vendor Issue,Permanent Fix,0
TKT-14112,Network Ops,Neo Anderson,Code Bug,Permanent Fix,0
TKT-14113,Network Ops,Neo Anderson,Code Bug,Permanent Fix,0
TKT-14114,Security Ops,Ethan Hunt,Code Bug,Workaround,1
TKT-14115,Network Ops,Morpheus Fish,Hardware Failure,Workaround,0
TKT-14116,Security Ops,Ethan Hunt,Config Error,Patch,0
TKT-14117,DevOps,Linus T,User Error,Workaround,0
TKT-14118,L1 Support,Lisa Smith,Code Bug,Permanent Fix,0
TKT-14119,Network Ops,Trinity Moss,User Error,System Restart,0
TKT-14120,L1 Support,Jeffery Wagner,Code Bug,Permanent Fix,0
TKT-14121,Network Ops,Neo Anderson,Code Bug,Patch,0
TKT-14122,Network Ops,Neo Anderson,Vendor Issue,Permanent Fix,1
TKT-14123,DevOps,Ada Lovelace,Vendor Issue,Permanent Fix,0
TKT-14124,Network Ops,Neo Anderson,Config Error,Workaround,1
TKT-14125,Network Ops,Neo Anderson,Code Bug,Workaround,0
TKT-14126,Network Ops,Trinity Moss,Config Error,Workaround,0
TKT-14127,Network Ops,Trinity Moss,Hardware Failure,Workaround,0
TKT-14128,Security Ops,Ethan Hunt,Hardware Failure,Patch,0
TKT-14129,L1 Support,Anthony Gonzalez,Vendor Issue,Workaround,0
TKT-14130,Network Ops,Morpheus Fish,User Error,System Restart,0
TKT-14131,Network Ops,Trinity Moss,Hardware Failure,Workaround,0
TKT-14132,L1 Support,Robert Johnson,Hardware Failure,Patch,1
TKT-14133,L1 Support,Patricia Miller,User Error,System Restart,0
TKT-14134,Network Ops,Trinity Moss,User Error,Workaround,0
TKT-14135,DevOps,Grace Hopper,Hardware Failure,Workaround,0
TKT-14136,L1 Support,Anthony Gonzalez,Config Error,System Restart,1
TKT-14137,Network Ops,Neo Anderson,Vendor Issue,Permanent Fix,0
TKT-14138,L1 Support,Robert Johnson,User Error,System Restart,0
TKT-14139,Network Ops,Trinity Moss,Code Bug,Patch,1
TKT-14140,Network Ops,Trinity Moss,Hardware Failure,Workaround,1
TKT-14141,DevOps,Ada Lovelace,Code Bug,Patch,1
TKT-14142,Database Admins,Sarah Connor,Code Bug,Permanent Fix,0
TKT-14143,Network Ops,Neo Anderson,Hardware Failure,Patch,1
TKT-14144,L1 Support,Danielle Johnson,User Error,Patch,0
TKT-14145,L1 Support,Robert Johnson,Hardware Failure,Workaround,0
TKT-14146,L1 Support,Debra Gardner,Code Bug,System Restart,1
TKT-14147,Network Ops,Neo Anderson,User Error,Permanent Fix,0
TKT-14148,Network Ops,Neo Anderson,Code Bug,Workaround,0
TKT-14149,Network Ops,Neo Anderson,Hardware Failure,Permanent Fix,0
TKT-14150,Network Ops,Morpheus Fish,Code Bug,Patch,0
TKT-14151,DevOps,Linus T,User Error,Permanent Fix,0
TKT-14152,L1 Support,Robert Johnson,Config Error,System Restart,0
TKT-14153,Database Admins,Emily Blunt,Code Bug,Permanent Fix,0
TKT-14154,DevOps,Grace Hopper,Hardware Failure,Permanent Fix,0
TKT-14155,L1 Support,Lisa Smith,User Error,Patch,0
TKT-14156,L1 Support,Danielle Johnson,Code Bug,Permanent Fix,1
TKT-14157,Network Ops,Morpheus Fish,Vendor Issue,Permanent Fix,0
TKT-14158,Network Ops,Trinity Moss,User Error,System Restart,0
TKT-14159,DevOps,Linus T,Code Bug,Permanent Fix,0
TKT-14160,Database Admins,Sarah Connor,Vendor Issue,Workaround,0
TKT-14161,Network Ops,Morpheus Fish,Code Bug,Workaround,1
TKT-14162,L1 Support,Jeffrey Lawrence,User Error,Workaround,0
TKT-14163,Network Ops,Trinity Moss,User Error,Workaround,0
TKT-14164,Network Ops,Neo Anderson,Code Bug,Workaround,0
TKT-14165,Network Ops,Morpheus Fish,Hardware Failure,Permanent Fix,0
TKT-14166,Network Ops,Morpheus Fish,Hardware Failure,Workaround,0
TKT-14167,Network Ops,Neo Anderson,Config Error,Permanent Fix,0
TKT-14168,Network Ops,Trinity Moss,Config Error,Permanent Fix,0
TKT-14169,Network Ops,Morpheus Fish,User Error,Permanent Fix,0
TKT-14170,DevOps,Ada Lovelace,Vendor Issue,Permanent Fix,0
TKT-14171,Network Ops,Morpheus Fish,Config Error,Permanent Fix,0
TKT-14172,Network Ops,Trinity Moss,Code Bug,Workaround,0
TKT-14173,DevOps,Linus T,Config Error,Permanent Fix,1
TKT-14174,Network Ops,Neo Anderson,Vendor Issue,Patch,0
TKT-14175,Database Admins,Emily Blunt,Config Error,Workaround,0
TKT-14176,Network Ops,Morpheus Fish,Hardware Failure,Patch,0
TKT-14177,Network Ops,Morpheus Fish,User Error,Patch,0
TKT-14178,L1 Support,Jeffrey Lawrence,Code Bug,Permanent Fix,0
TKT-14179,Database Admins,Sarah Connor,User Error,Patch,0
TKT-14180,Database Admins,Sarah Connor,Hardware Failure,Permanent Fix,0
TKT-14181,Network Ops,Trinity Moss,Vendor Issue,Permanent Fix,0
TKT-14182,Network Ops,Neo Anderson,Vendor Issue,Workaround,0
TKT-14183,Network Ops,Neo Anderson,Hardware Failure,Permanent Fix,0
TKT-14184,Network Ops,Trinity Moss,Vendor Issue,Permanent Fix,0
TKT-14185,Network Ops,Trinity Moss,Code Bug,Permanent Fix,0
TKT-14186,Network Ops,Trinity Moss,Vendor Issue,System Restart,0
TKT-14187,Network Ops,Morpheus Fish,Code Bug,Workaround,0
TKT-14188,DevOps,Grace Hopper,User Error,Permanent Fix,0
TKT-14189,Network Ops,Neo Anderson,User Error,Permanent Fix,0
TKT-14190,Network Ops,Neo Anderson,Config Error,Permanent Fix,0
TKT-14191,Network Ops,Trinity Moss,Vendor Issue,System Restart,0
TKT-14192,L1 Support,Patricia Miller,Vendor Issue,Permanent Fix,0
TKT-14193,Network Ops,Morpheus Fish,Vendor Issue,Patch,0
TKT-14194,L1 Support,Debra Gardner,User Error,Patch,0
TKT-14195,Network Ops,Neo Anderson,Config Error,Permanent Fix,0
TKT-14196,Network Ops,Morpheus Fish,Code Bug,Workaround,0
TKT-14197,L1 Support,Lisa Smith,Hardware Failure,Permanent Fix,0
TKT-14198,Network Ops,Neo Anderson,Vendor Issue,Workaround,0
TKT-14199,L1 Support,Jill Rhodes,User Error,Workaround,0
TKT-14200,Network Ops,Trinity Moss,Config Error,Workaround,0
TKT-14201,Network Ops,Morpheus Fish,User Error,Patch,0
TKT-14202,L1 Support,Debra Gardner,Code Bug,Workaround,0
TKT-14203,Network Ops,Neo Anderson,Config Error,Workaround,0
TKT-14204,Network Ops,Trinity Moss,Config Error,Permanent Fix,0
TKT-14205,Network Ops,Morpheus Fish,Code Bug,Permanent Fix,0
TKT-14206,Network Ops,Trinity Moss,Hardware Failure,Workaround,0
TKT-14207,Network Ops,Neo Anderson,Code Bug,Workaround,0
TKT-14208,Network Ops,Neo Anderson,Vendor Issue,Workaround,0
TKT-14209,Network Ops,Morpheus Fish,Vendor Issue,Patch,1
TKT-14210,Security Ops,James Bond,Config Error,Workaround,0
TKT-14211,Network Ops,Trinity Moss,Config Error,Permanent Fix,0
TKT-14212,Network Ops,Morpheus Fish,User Error,Patch,0
TKT-14213,L1 Support,Jeffrey Lawrence,Hardware Failure,Workaround,1
TKT-14214,DevOps,Grace Hopper,Config Error,Permanent Fix,0
TKT-14215,L1 Support,Lisa Smith,Hardware Failure,Patch,0
TKT-14216,DevOps,Linus T,User Error,Workaround,0
TKT-14217,L1 Support,Jeffrey Lawrence,Hardware Failure,System Restart,0
TKT-14218,Network Ops,Trinity Moss,User Error,Patch,0
TKT-14219,L1 Support,Robert Johnson,Hardware Failure,Permanent Fix,0
TKT-14220,L1 Support,Patricia Miller,Hardware Failure,Permanent Fix,0
TKT-14221,Network Ops,Neo Anderson,Vendor Issue,Workaround,0
TKT-14222,L1 Support,Patricia Miller,Config Error,Patch,1
TKT-14223,Network Ops,Morpheus Fish,Vendor Issue,Permanent Fix,0
TKT-14224,Network Ops,Morpheus Fish,User Error,Patch,0
TKT-14225,Network Ops,Neo Anderson,Vendor Issue,Patch,0
TKT-14226,Network Ops,Neo Anderson,Vendor Issue,Permanent Fix,1
TKT-14227,Network Ops,Morpheus Fish,Config Error,Permanent Fix,0
TKT-14228,L1 Support,Jeffery Wagner,Hardware Failure,Permanent Fix,0
TKT-14229,L1 Support,Lisa Smith,User Error,Permanent Fix,0
TKT-14230,L1 Support,Anthony Gonzalez,User Error,Workaround,1
TKT-14231,Network Ops,Neo Anderson,Code Bug,Permanent Fix,1
TKT-14232,L1 Support,Patricia Miller,Code Bug,Permanent Fix,0
TKT-14233,Network Ops,Morpheus Fish,Vendor Issue,Permanent Fix,0
TKT-14234,Network Ops,Trinity Moss,Config Error,Workaround,0
TKT-14235,Network Ops,Morpheus Fish,Hardware Failure,Permanent Fix,0
TKT-14236,L1 Support,Anthony Gonzalez,Code Bug,System Restart,1
TKT-14237,Database Admins,Sarah Connor,Hardware Failure,Workaround,0
TKT-14238,L1 Support,Robert Johnson,Code Bug,Permanent Fix,0
TKT-14239,Network Ops,Trinity Moss,Code Bug,Permanent Fix,0
TKT-14240,Network Ops,Neo Anderson,Config Error,Patch,0
TKT-14241,Network Ops,Neo Anderson,Config Error,Permanent Fix,0
TKT-14242,Database Admins,Aaron Smith,Code Bug,Permanent Fix,0
TKT-14243,L1 Support,Jeffery Wagner,Config Error,Patch,0
TKT-14244,L1 Support,Lisa Smith,Code Bug,Permanent Fix,0
TKT-14245,L1 Support,Jill Rhodes,Hardware Failure,Workaround,0
TKT-14246,Network Ops,Trinity Moss,Vendor Issue,Permanent Fix,0
TKT-14247,L1 Support,Lisa Smith,Code Bug,Permanent Fix,0
TKT-14248,L1 Support,Debra Gardner,Code Bug,Patch,0
TKT-14249,Security Ops,James Bond,Vendor Issue,Permanent Fix,0
TKT-14250,L1 Support,Robert Johnson,User Error,System Restart,0
TKT-14251,Network Ops,Trinity Moss,Vendor Issue,Workaround,0
TKT-14252,Network Ops,Neo Anderson,User Error,Patch,1
TKT-14253,L1 Support,Lisa Smith,User Error,Permanent Fix,0
TKT-14254,Network Ops,Trinity Moss,User Error,Workaround,0
TKT-14255,Network Ops,Neo Anderson,Config Error,Workaround,1
TKT-14256,L1 Support,Debra Gardner,Code Bug,Permanent Fix,0
TKT-14257,DevOps,Ada Lovelace,Config Error,System Restart,0
TKT-14258,L1 Support,Joshua Walker,User Error,Patch,0
TKT-14259,Network Ops,Trinity Moss,User Error,Workaround,0
TKT-14260,Network Ops,Morpheus Fish,Hardware Failure,Permanent Fix,0
TKT-14261,Network Ops,Trinity Moss,Code Bug,Patch,0
TKT-14262,Network Ops,Trinity Moss,Config Error,Workaround,0
TKT-14263,Network Ops,Trinity Moss,Hardware Failure,Patch,0
TKT-14264,Network Ops,Neo Anderson,Vendor Issue,Permanent Fix,0
TKT-14265,Network Ops,Neo Anderson,Config Error,Patch,0
TKT-14266,L1 Support,Danielle Johnson,User Error,Workaround,0
TKT-14267,Network Ops,Morpheus Fish,User Error,System Restart,0
TKT-14268,Network Ops,Neo Anderson,Code Bug,Workaround,0
TKT-14269,DevOps,Grace Hopper,Hardware Failure,Workaround,0
TKT-14270,Database Admins,Sarah Connor,Hardware Failure,Permanent Fix,0
TKT-14271,DevOps,Ada Lovelace,User Error,Patch,1
TKT-14272,Network Ops,Trinity Moss,User Error,Workaround,0
TKT-14273,Network Ops,Trinity Moss,Config Error,Permanent Fix,0
TKT-14274,Network Ops,Trinity Moss,Config Error,Workaround,1
TKT-14275,Network Ops,Neo Anderson,Code Bug,Workaround,0
TKT-14276,Network Ops,Morpheus Fish,Code Bug,Permanent Fix,0
TKT-14277,DevOps,Linus T,Hardware Failure,Patch,0
TKT-14278,Network Ops,Trinity Moss,Hardware Failure,Permanent Fix,0
TKT-14279,L1 Support,Anthony Gonzalez,User Error,System Restart,0
TKT-14280,Database Admins,Sarah Connor,Hardware Failure,Permanent Fix,0
TKT-14281,Network Ops,Trinity Moss,Code Bug,Permanent Fix,0
TKT-14282,Network Ops,Trinity Moss,Hardware Failure,Permanent Fix,0
TKT-14283,Network Ops,Trinity Moss,User Error,Patch,0
TKT-14284,L1 Support,Joshua Walker,Code Bug,Permanent Fix,0
TKT-14285,Network Ops,Trinity Moss,Hardware Failure,Workaround,0
TKT-14286,Network Ops,Morpheus Fish,Config Error,Workaround,0
TKT-14287,Security Ops,James Bond,Vendor Issue,Workaround,0
TKT-14288,Network Ops,Morpheus Fish,Config Error,Permanent Fix,0
TKT-14289,L1 Support,Danielle Johnson,Config Error,Patch,0
TKT-14290,L1 Support,Robert Johnson,User Error,Workaround,0
TKT-14291,Network Ops,Trinity Moss,Hardware Failure,Workaround,0
TKT-14292,Network Ops,Trinity Moss,Code Bug,Permanent Fix,0
TKT-14293,Network Ops,Trinity Moss,Config Error,Workaround,0
TKT-14294,DevOps,Ada Lovelace,Hardware Failure,Workaround,1
TKT-14295,L1 Support,Patricia Miller,Hardware Failure,Patch,1
TKT-14296,Network Ops,Trinity Moss,User Error,Permanent Fix,0
TKT-14297,Network Ops,Neo Anderson,Hardware Failure,Permanent Fix,0
TKT-14298,L1 Support,Jeffery Wagner,Code Bug,Workaround,0
TKT-14299,Network Ops,Neo Anderson,Hardware Failure,Workaround,0
TKT-14300,Network Ops,Neo Anderson,Config Error,Permanent Fix,1
TKT-14301,Network Ops,Morpheus Fish,Config Error,Patch,0
TKT-14302,Network Ops,Trinity Moss,User Error,Patch,0
TKT-14303,L1 Support,Jeffrey Lawrence,Config Error,Patch,0
TKT-14304,L1 Support,Anthony Gonzalez,User Error,Workaround,0
TKT-14305,DevOps,Ada Lovelace,Hardware Failure,Permanent Fix,0
TKT-14306,L1 Support,Jill Rhodes,Config Error,Permanent Fix,0
TKT-14307,Network Ops,Trinity Moss,Hardware Failure,Permanent Fix,0
TKT-14308,L1 Support,Joshua Walker,Code Bug,System Restart,1
TKT-14309,Database Admins,Emily Blunt,User Error,System Restart,0
TKT-14310,L1 Support,Jeffery Wagner,Vendor Issue,System Restart,0
TKT-14311,Database Admins,Emily Blunt,Code Bug,System Restart,1
TKT-14312,Network Ops,Trinity Moss,Code Bug,System Restart,1
TKT-14313,DevOps,Ada Lovelace,User Error,Workaround,0
